x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,target
3.862396640041151,-0.53555708,-0.015637606,-0.21106867,0.5956972470390075,-1.371644644,-1.716483177,-0.330320789,3.254941852410129,1.423754075307279,0
-2.755668871,0.8113303189214178,-3.804873683,-0.06730567,0.20289323713176965,-1.371314176,-1.41591313,-2.124211809,-1.977796901,0.5516522685790743,0
1.3795223458456416,0.8651565501202622,2.438847119440359,-1.432949084,1.669454695286111,-0.363049864,2.209183966688679,1.1858953733375177,0.8123855302485701,1.290548225767958,0
-1.853985885,2.0933957250499264,0.5939620026406933,-0.278429485,4.124509826480077,-0.042259156,1.0830506555535826,0.32182284263403593,2.5823627709749446,1.1387180678560977,0
-0.200644014,0.7742910581643598,1.1006320513046552,1.6866513536678973,-0.176100426,0.6448412895542254,0.3125765753355642,-2.309505092,-0.790793449,-0.690140838,1
-0.011293415,0.7038809278242575,-2.182563013,-0.065487538,-2.888652296,-0.155821056,-0.229735331,4.183177961041252,1.3652512501615126,-1.325498968,1
1.665085962271295,0.6109643442466431,-0.611565402,-1.622748405,-1.167637392,1.7848823990323515,0.23846514032379457,1.0091755583888673,1.5743770954286536,-0.954595649,1
-2.843077992,-0.498598036,1.2734261567626526,-0.211291358,-1.35912502,-0.354779887,1.7202653088549351,-1.434037733,0.056393509,-0.821920333,1
1.0666170494777925,0.7983864721014345,-1.762663657,1.060288640887317,-1.333938189,-1.627897847,0.4615180463781131,3.6631537512796557,0.094435371,-1.721682575,1
3.265436095683132,-0.718038813,-0.779926133,-0.814718181,0.7416682771813654,-1.838776718,0.8042562729474444,-2.217825216,2.9698550243099726,1.0719653675991272,0
2.4607277723311816,0.29556060178674576,1.961199543419562,0.7353411541977961,1.1186444485153544,0.6187258381044658,0.5117789786504942,1.459508974348994,0.45532102843061706,0.061908104029996795,0
-2.571485313,-0.822335471,-4.661167605,-1.323615398,-0.399289144,0.45209728845068775,0.1225607988278583,-2.074258686,-2.990652909,1.4203798480283505,0
0.7107551001446129,-0.585621835,0.9881387371673684,-0.484667259,-0.837746728,0.259133655,-1.761242579,1.270374138184734,0.4972234340387526,-0.619955697,1
1.2968317502778277,2.5416198467187923,0.5193544907269603,-0.122323382,0.8906194096224259,0.7033130614575919,0.24540406120581154,-1.844461278,-0.011294483,1.6463683960749977,0
-0.934564069,-1.825805742,1.2974639826895615,-0.381294961,0.12024213822343721,1.1363427959118493,-1.168011924,-0.858308181,0.15708136799055494,0.3018007570109797,1
1.077165927853782,0.2599579936436911,0.10078553697638182,0.2598832349192977,-0.461782011,-0.781008944,0.6725196983410208,-1.713477243,-0.133462809,-0.945863308,0
-0.903275195,-0.166446009,-0.927193078,-0.613869223,-2.858187418,0.5192603543577117,0.631016572,-0.694621136,-0.864619209,0.37888378780283605,1
2.2959958773315665,-0.697309151,1.1222982870765583,1.1315784515395237,0.7232602,-0.071583472,-0.96527634,0.5167173960267899,1.7983839818718945,-1.609520983,0
-0.821495559,0.5719563219724997,0.7583600228821561,-0.452448206,-0.019842582,-0.465872942,1.050399535874439,-1.821259862,-0.568567911,0.3721667623661084,1
-0.632643551,-1.389629671,2.674355115418155,0.8624022887588952,1.5853860020857053,-0.621138089,-0.7812725,-0.326465233,-1.059560989,0.019205968003691544,0
1.8022918714761844,-0.282583383,0.6518396273382308,-1.343624363,1.790978655989861,-1.558802769,-0.423543333,-1.237293011,-1.136737293,0.7411650473265385,1
0.28856436747841085,2.0026827664085918,1.4205100265852968,0.030536495,1.5822842784072135,-1.181286807,-0.757430775,-1.360311602,0.4406641722749173,1.179259334610126,0
0.5014255657368938,-0.295971793,-0.247407049,0.23086441012808764,2.2335775222307523,-0.25103713,0.4803243748750477,0.736345824,-0.628702254,1.815577481595072,1
1.6084825556279099,0.22776700140487174,1.8181826191509902,-0.233096921,-1.035452051,-0.137963099,0.4935160352028785,0.35056668553997405,1.2206684546071869,0.5481263287272902,1
0.8465963500887727,-1.717189133,1.2753636027276043,0.25431562655371026,-0.273115698,-1.560498158,-1.381770242,-0.408333645,1.1971411035321913,-0.701750442,1
-0.874701021,-0.028580752,0.4098161741515025,-0.305592268,0.14864087206238463,0.3579276999848825,0.33782591593198846,-2.198438856,-2.455492474,-0.204756559,1
0.015845807301883785,-0.093874555,1.7622840270082238,-1.729099177,-0.771367143,-0.447217815,0.1844165694269777,1.7255809018232626,-0.391574668,0.10653496705378047,1
2.177020582194026,0.081225503,-1.337983436,-0.400124585,-1.227296313,-0.780288534,-1.41520512,-1.120168192,-1.685867188,0.504152361,1
1.1146155184885522,-1.24827051,2.2648757802500485,-0.300264718,-1.66587124,-0.120652943,-0.080924953,2.232805211904827,-0.844851455,-1.301252624,1
0.34288638153086737,0.2506316743414634,-1.382655362,-0.787325913,-1.048477791,-0.15404003,0.8910705409104919,-1.171663559,-0.527662874,-1.321115667,0
-2.054491124,0.852174181,-1.769603636,0.7791875770008039,-0.339396029,-0.630999356,-0.60628599,-2.651791223,0.13022990732733652,0.6593409950691119,0
-1.217251032,0.8385414775592605,1.4442101577516249,1.0145862532614673,-0.555923823,-0.824059119,-0.407196818,-1.541670846,-0.286100995,0.7817241883143133,1
-0.338737953,0.8286601215177316,2.0679691006317116,-1.3315083,2.5689382494853095,1.176448825366272,-0.762940683,-1.781387519,-1.513073716,0.804579636,1
0.20042996850470396,0.9877351010253084,1.5789892691031273,-0.228798508,0.7691603701881262,1.4303627991183554,0.6650224694439736,-0.225884428,-0.250344606,0.4514695865637963,0
3.670451819100538,0.23053712782830446,0.44197448707874076,-0.252153466,1.7741676114670435,0.3982209514202937,-0.263735038,-0.388081059,4.537229059006071,2.0180773827178204,0
0.46136235007826665,-0.512580104,-0.685085908,-0.034181329,2.9875284745612127,-0.893249498,-0.174379707,-0.813582871,-1.897144923,-0.359698836,1
-2.156769635,-0.28638267,-2.294066707,-2.494354001,3.645581432948805,-0.740563778,1.6130357374638709,0.3921495154363859,0.5103278047561174,1.1463660752968312,0
2.6405959491513444,-1.447173594,-0.244490054,-0.228735026,1.4171125146424162,0.7131723652486122,-1.689112454,-1.210679637,3.6496130994642657,-1.390594861,0
0.5953708103584596,-0.695719124,-0.45990258,-0.988737318,-2.346096692,-0.081710692,0.7823727702921633,4.662873868752731,1.7384292675393955,0.15917711592258094,1
-0.216414193,1.1161342887381218,-0.513755253,-0.421474837,-0.344743026,-0.549190769,-0.492318795,-1.352311154,0.6167769635912368,1.3147884915190176,0
-1.426221054,-0.778181478,-1.623044329,-1.086391878,0.14557346205804722,0.4247993134767853,-0.971006823,-1.623057546,-0.187391977,0.5016396822608584,0
-0.652958506,0.9097833451011628,-1.477693418,-1.334454081,-0.739524031,0.337087293,1.5313268023142323,-1.855733722,0.17331184370826513,0.5945838047755574,0
3.324635353857662,0.030675176070709104,3.440339004717403,-0.871774741,-0.42649481,-0.78756787,0.9527596891941905,0.44285181518268935,-1.106293657,1.6933256357403823,1
-1.211339829,-0.111191435,1.3222646734716115,-0.96728111,2.7213307917663307,-0.456934839,-2.031551311,0.2987621143044217,-0.87672721,-0.309028276,1
1.6912609378419532,0.47255739938382246,3.956627550763971,0.539401988,0.15441573329601654,0.43129981306371623,1.820871810123474,-1.362142535,-0.891491659,1.222798635970556,1
-2.749974715,0.7576109369263103,-0.09009912,0.1249671907916849,-2.066605003,-1.679905747,1.202430906,-1.677936388,-1.120913272,-1.209148133,1
